species,data type,psi,gs
Alberta magna,Guyot et al. 2012,2.148,46.43
Alberta magna,Guyot et al. 2012,2.297,55.2
Alberta magna,Guyot et al. 2012,1.748,81.67
Alberta magna,Guyot et al. 2012,1.886,74.71
Alberta magna,Guyot et al. 2012,1.936,83.96
Alberta magna,Guyot et al. 2012,1.979,94.14
Alberta magna,Guyot et al. 2012,2.341,102.4
Alberta magna,Guyot et al. 2012,2.297,75.57
Alberta magna,Guyot et al. 2012,2.422,63.98
Alberta magna,Guyot et al. 2012,2.603,50.06
Alberta magna,Guyot et al. 2012,2.721,50.51
Alberta magna,Guyot et al. 2012,3.202,38.4
Alberta magna,Guyot et al. 2012,3.52,97.14
Alberta magna,Guyot et al. 2012,3.526,86.03
Alberta magna,Guyot et al. 2012,3.613,80.92
Alberta magna,Guyot et al. 2012,4.225,35.46
Raphiolepis indica,Guyot et al. 2012,0.9403,245
Raphiolepis indica,Guyot et al. 2012,0.296,176.3
Raphiolepis indica,Guyot et al. 2012,0.3997,166.3
Raphiolepis indica,Guyot et al. 2012,0.4451,163.6
Raphiolepis indica,Guyot et al. 2012,0.9169,168
Raphiolepis indica,Guyot et al. 2012,0.8719,159.1
Raphiolepis indica,Guyot et al. 2012,0.7688,149.2
Raphiolepis indica,Guyot et al. 2012,0.7302,144.7
Raphiolepis indica,Guyot et al. 2012,0.879,141.4
Raphiolepis indica,Guyot et al. 2012,0.8857,134.2
Raphiolepis indica,Guyot et al. 2012,0.4659,118.7
Raphiolepis indica,Guyot et al. 2012,0.5309,109.3
Raphiolepis indica,Guyot et al. 2012,0.1825,85.46
Raphiolepis indica,Guyot et al. 2012,1.488,90.44
Raphiolepis indica,Guyot et al. 2012,1.32,89.89
Raphiolepis indica,Guyot et al. 2012,1.029,97.09
Raphiolepis indica,Guyot et al. 2012,1.042,106
Raphiolepis indica,Guyot et al. 2012,1.216,109.8
Raphiolepis indica,Guyot et al. 2012,1.164,126.5
Raphiolepis indica,Guyot et al. 2012,1.222,120.9
Raphiolepis indica,Guyot et al. 2012,1.3,120.9
Raphiolepis indica,Guyot et al. 2012,1.552,134.2
Raphiolepis indica,Guyot et al. 2012,1.436,122.6
Raphiolepis indica,Guyot et al. 2012,1.435,149.2
Raphiolepis indica,Guyot et al. 2012,1.564,159.7
Raphiolepis indica,Guyot et al. 2012,1.791,120.9
Raphiolepis indica,Guyot et al. 2012,1.723,38.92
Raphiolepis indica,Guyot et al. 2012,1.807,38.92
Raphiolepis indica,Guyot et al. 2012,2.297,92.66
Raphiolepis indica,Guyot et al. 2012,2.516,98.75
Raphiolepis indica,Guyot et al. 2012,2.788,95.98
Raphiolepis indica,Guyot et al. 2012,2.763,66.62
Raphiolepis indica,Guyot et al. 2012,2.564,32.27
Raphiolepis indica,Guyot et al. 2012,2.59,27.29
Raphiolepis indica,Guyot et al. 2012,2.887,27.84
Raphiolepis indica,Guyot et al. 2012,2.886,45.57
Raphiolepis indica,Guyot et al. 2012,3.087,28.39
Raphiolepis indica,Guyot et al. 2012,3.262,17.87
Raphiolepis indica,Guyot et al. 2012,3.346,25.07
Raphiolepis indica,Guyot et al. 2012,3.721,17.31
Raphiolepis indica,Guyot et al. 2012,3.935,14.54
Hedera canariensis,Guyot et al. 2012,0.8595,238.1
Hedera canariensis,Guyot et al. 2012,0.7413,218.5
Hedera canariensis,Guyot et al. 2012,0.4104,186.2
Hedera canariensis,Guyot et al. 2012,0.605,178.8
Hedera canariensis,Guyot et al. 2012,0.828,189.9
Hedera canariensis,Guyot et al. 2012,0.9104,169.3
Hedera canariensis,Guyot et al. 2012,1.073,154.8
Hedera canariensis,Guyot et al. 2012,0.6868,153.1
Hedera canariensis,Guyot et al. 2012,0.5594,146.6
Hedera canariensis,Guyot et al. 2012,0.4906,145.5
Hedera canariensis,Guyot et al. 2012,0.3362,133.9
Hedera canariensis,Guyot et al. 2012,0.1187,125.3
Hedera canariensis,Guyot et al. 2012,0.3165,47
Hedera canariensis,Guyot et al. 2012,0.1782,87.65
Hedera canariensis,Guyot et al. 2012,0.2687,94.72
Hedera canariensis,Guyot et al. 2012,0.3063,100.8
Hedera canariensis,Guyot et al. 2012,0.3595,104.3
Hedera canariensis,Guyot et al. 2012,0.4768,114.9
Hedera canariensis,Guyot et al. 2012,0.5361,126
Hedera canariensis,Guyot et al. 2012,0.7622,117
Hedera canariensis,Guyot et al. 2012,0.597,102.9
Hedera canariensis,Guyot et al. 2012,0.7027,103.4
Hedera canariensis,Guyot et al. 2012,0.7604,99.41
Hedera canariensis,Guyot et al. 2012,0.7966,91.88
Hedera canariensis,Guyot et al. 2012,0.8847,26.58
Hedera canariensis,Guyot et al. 2012,1.174,16.13
Hedera canariensis,Guyot et al. 2012,1.216,15.14
Hedera canariensis,Guyot et al. 2012,1.044,79.9
Hedera canariensis,Guyot et al. 2012,1.13,97.52
Hedera canariensis,Guyot et al. 2012,1.286,76.97
Hedera canariensis,Guyot et al. 2012,1.35,30.26
Hedera canariensis,Guyot et al. 2012,1.504,42.87
Hedera canariensis,Guyot et al. 2012,1.513,28.8
Hedera canariensis,Guyot et al. 2012,1.412,18.22
Hedera canariensis,Guyot et al. 2012,1.481,17.23
Hedera canariensis,Guyot et al. 2012,1.692,16.3
Hedera canariensis,Guyot et al. 2012,1.966,9.357
Hedera canariensis,Guyot et al. 2012,2.008,14.9
Hedera canariensis,Guyot et al. 2012,2.457,6.506
Helianthus annuus,Guyot et al. 2012,0.186,155
Helianthus annuus,Guyot et al. 2012,0.205,37.5
Helianthus annuus,Guyot et al. 2012,0.207,222
Helianthus annuus,Guyot et al. 2012,0.213,216
Helianthus annuus,Guyot et al. 2012,0.225,145
Helianthus annuus,Guyot et al. 2012,0.226,670
Helianthus annuus,Guyot et al. 2012,0.228,400
Helianthus annuus,Guyot et al. 2012,0.243,102
Helianthus annuus,Guyot et al. 2012,0.286,360
Helianthus annuus,Guyot et al. 2012,0.3,137
Helianthus annuus,Guyot et al. 2012,0.312,258
Helianthus annuus,Guyot et al. 2012,0.314,27.4
Helianthus annuus,Guyot et al. 2012,0.357,260
Helianthus annuus,Guyot et al. 2012,0.362,64
Helianthus annuus,Guyot et al. 2012,0.368,132
Helianthus annuus,Guyot et al. 2012,0.386,375
Helianthus annuus,Guyot et al. 2012,0.505,160
Helianthus annuus,Guyot et al. 2012,0.534,35
Helianthus annuus,Guyot et al. 2012,0.544,13.2
Helianthus annuus,Guyot et al. 2012,0.5585,172
Helianthus annuus,Guyot et al. 2012,0.583,156
Helianthus annuus,Guyot et al. 2012,0.601,10.4
Helianthus annuus,Guyot et al. 2012,0.633,41
Helianthus annuus,Guyot et al. 2012,0.704,44
Helianthus annuus,Guyot et al. 2012,0.7105,115
Helianthus annuus,Guyot et al. 2012,0.818,6.6
Helianthus annuus,Guyot et al. 2012,0.8885,5.4
Helianthus annuus,Guyot et al. 2012,0.9,5.6
Helianthus annuus,Guyot et al. 2012,0.93,66
Helianthus annuus,Guyot et al. 2012,0.972,90
Helianthus annuus,Guyot et al. 2012,1.034,38
Helianthus annuus,Guyot et al. 2012,1.18,12
Vitis vinifera (M),Tombesi et al. 2014,2.19,9.6
Vitis vinifera (M),Tombesi et al. 2014,2.12,0
Vitis vinifera (M),Tombesi et al. 2014,2.08,0
Vitis vinifera (M),Tombesi et al. 2014,1.86,9.6
Vitis vinifera (M),Tombesi et al. 2014,1.86,0
Vitis vinifera (M),Tombesi et al. 2014,1.78,0
Vitis vinifera (M),Tombesi et al. 2014,1.72,0
Vitis vinifera (M),Tombesi et al. 2014,1.66,0
Vitis vinifera (M),Tombesi et al. 2014,1.58,0
Vitis vinifera (M),Tombesi et al. 2014,1.51,0
Vitis vinifera (M),Tombesi et al. 2014,1.24,0
Vitis vinifera (M),Tombesi et al. 2014,1.51,19.2
Vitis vinifera (M),Tombesi et al. 2014,1.39,9.6
Vitis vinifera (M),Tombesi et al. 2014,1.35,8
Vitis vinifera (M),Tombesi et al. 2014,1.13,20.8
Vitis vinifera (M),Tombesi et al. 2014,0.93,51.2
Vitis vinifera (M),Tombesi et al. 2014,0.71,51.2
Vitis vinifera (M),Tombesi et al. 2014,0.94,81.6
Vitis vinifera (M),Tombesi et al. 2014,0.88,121.6
Vitis vinifera (M),Tombesi et al. 2014,0.84,131.2
Vitis vinifera (M),Tombesi et al. 2014,0.84,150.4
Vitis vinifera (M),Tombesi et al. 2014,0.94,166.4
Vitis vinifera (M),Tombesi et al. 2014,0.78,161.6
Vitis vinifera (M),Tombesi et al. 2014,0.94,190.4
Vitis vinifera (M),Tombesi et al. 2014,0.9,196.8
Vitis vinifera (M),Tombesi et al. 2014,0.58,251.2
Vitis vinifera (M),Tombesi et al. 2014,0.78,248
Vitis vinifera (M),Tombesi et al. 2014,0.89,251.2
Vitis vinifera (M),Tombesi et al. 2014,0.9,260.8
Vitis vinifera (M),Tombesi et al. 2014,0.51,273.6
Vitis vinifera (M),Tombesi et al. 2014,0.57,280
Vitis vinifera (M),Tombesi et al. 2014,0.36,294.4
Vitis vinifera (M),Tombesi et al. 2014,0.78,324.8
Vitis vinifera (M),Tombesi et al. 2014,0.74,334.4
Vitis vinifera (M),Tombesi et al. 2014,0.35,344
Vitis vinifera (S),Tombesi et al. 2014,1.98,0
Vitis vinifera (S),Tombesi et al. 2014,1.94,0
Vitis vinifera (S),Tombesi et al. 2014,1.94,12.8
Vitis vinifera (S),Tombesi et al. 2014,1.52,9.6
Vitis vinifera (S),Tombesi et al. 2014,1.46,6.4
Vitis vinifera (S),Tombesi et al. 2014,1.46,22.4
Vitis vinifera (S),Tombesi et al. 2014,1.4,20.8
Vitis vinifera (S),Tombesi et al. 2014,1.34,32
Vitis vinifera (S),Tombesi et al. 2014,1.28,32
Vitis vinifera (S),Tombesi et al. 2014,1.28,20.8
Vitis vinifera (S),Tombesi et al. 2014,1.24,11.2
Vitis vinifera (S),Tombesi et al. 2014,1.15,51.2
Vitis vinifera (S),Tombesi et al. 2014,1.13,76.8
Vitis vinifera (S),Tombesi et al. 2014,1.15,81.6
Vitis vinifera (S),Tombesi et al. 2014,0.73,91.2
Vitis vinifera (S),Tombesi et al. 2014,0.84,100.8
Vitis vinifera (S),Tombesi et al. 2014,0.99,104
Vitis vinifera (S),Tombesi et al. 2014,0.78,112
Vitis vinifera (S),Tombesi et al. 2014,1.26,121.6
Vitis vinifera (S),Tombesi et al. 2014,0.61,131.2
Vitis vinifera (S),Tombesi et al. 2014,0.72,140.8
Vitis vinifera (S),Tombesi et al. 2014,0.5,153.6
Vitis vinifera (S),Tombesi et al. 2014,0.62,153.6
Vitis vinifera (S),Tombesi et al. 2014,0.83,160
Vitis vinifera (S),Tombesi et al. 2014,0.2,171.2
Vitis vinifera (S),Tombesi et al. 2014,0.84,182.4
Vitis vinifera (S),Tombesi et al. 2014,0.71,184
Vitis vinifera (S),Tombesi et al. 2014,0.31,192
Vitis vinifera (S),Tombesi et al. 2014,0.15,203.2
Vitis vinifera (S),Tombesi et al. 2014,0.79,220.8
Vitis vinifera (S),Tombesi et al. 2014,0.33,251.2
Acer campestre,Li et al. 2015,0.759812016,319.809069
Acer campestre,Li et al. 2015,0.759689922,283.53222
Acer campestre,Li et al. 2015,0.759689922,242.4821
Acer campestre,Li et al. 2015,0.759689922,229.116945
Acer campestre,Li et al. 2015,0.759689922,185.202864
Acer campestre,Li et al. 2015,0.759689922,182.338902
Acer campestre,Li et al. 2015,0.759689922,155.608592
Acer campestre,Li et al. 2015,0.759689922,138.424821
Acer campestre,Li et al. 2015,0.759689922,124.105012
Acer campestre,Li et al. 2015,0.759689922,116.46778
Acer campestre,Li et al. 2015,0.976744186,167.064439
Acer campestre,Li et al. 2015,1.098837209,80.190931
Acer campestre,Li et al. 2015,1.207364341,201.431981
Acer campestre,Li et al. 2015,1.19379845,90.692124
Acer campestre,Li et al. 2015,1.519379845,84.9642
Acer campestre,Li et al. 2015,1.397286822,141.288783
Acer campestre,Li et al. 2015,1.465116279,153.699284
Acer campestre,Li et al. 2015,1.492248062,166.109785
Acer campestre,Li et al. 2015,1.478682171,177.565632
Acer campestre,Li et al. 2015,1.573643411,121.24105
Acer campestre,Li et al. 2015,1.682170543,128.878282
Acer campestre,Li et al. 2015,2.034883721,83.054893
Acer campestre,Li et al. 2015,2.76744186,50.596659
Acer campestre,Li et al. 2015,2.726744186,21.957041
Acer campestre,Li et al. 2015,2.94379845,4.77327
Acer campestre,Li et al. 2015,2.984496124,16.229117
Acer campestre,Li et al. 2015,3.025193798,27.684964
Acer campestre,Li et al. 2015,3.093023256,55.369928
Acer campestre,Li et al. 2015,3.160852713,57.279236
Acer campestre,Li et al. 2015,3.282945736,27.684964
Acer campestre,Li et al. 2015,3.554263566,42.004773
Acer campestre,Li et al. 2015,3.744186047,26.73031
Acer campestre,Li et al. 2015,3.852713178,9.546539
Acer campestre,Li et al. 2015,4.88372093,22.911695
Acer campestre,Li et al. 2015,4.924418605,2.863962
Acer campestre,Li et al. 2015,5.087209302,3.818616
Acer campestre,Li et al. 2015,5.412790698,9.546539
Acer campestre,Li et al. 2015,5.548449612,24.821002
Acer campestre,Li et al. 2015,6.484496124,4.77327
Acer pseudoplatanus,Li et al. 2015,0.702464789,212.662338
Acer pseudoplatanus,Li et al. 2015,0.702464789,199.675325
Acer pseudoplatanus,Li et al. 2015,0.702464789,185.606061
Acer pseudoplatanus,Li et al. 2015,0.702464789,150.974026
Acer pseudoplatanus,Li et al. 2015,0.702464789,149.891775
Acer pseudoplatanus,Li et al. 2015,0.702464789,149.350649
Acer pseudoplatanus,Li et al. 2015,0.702464789,146.645022
Acer pseudoplatanus,Li et al. 2015,0.702464789,141.774892
Acer pseudoplatanus,Li et al. 2015,0.702464789,136.363636
Acer pseudoplatanus,Li et al. 2015,0.702464789,133.116883
Acer pseudoplatanus,Li et al. 2015,0.702464789,127.705628
Acer pseudoplatanus,Li et al. 2015,0.702464789,113.636364
Acer pseudoplatanus,Li et al. 2015,0.702464789,108.225108
Acer pseudoplatanus,Li et al. 2015,0.813380282,64.935065
Acer pseudoplatanus,Li et al. 2015,0.776408451,54.65368
Acer pseudoplatanus,Li et al. 2015,1.158450704,8.658009
Acer pseudoplatanus,Li et al. 2015,1.035211268,27.056277
Acer pseudoplatanus,Li et al. 2015,1.084507042,36.255411
Acer pseudoplatanus,Li et al. 2015,1.183098592,47.077922
Acer pseudoplatanus,Li et al. 2015,1.24471831,48.160173
Acer pseudoplatanus,Li et al. 2015,1.232394366,68.722944
Acer pseudoplatanus,Li et al. 2015,1.195422535,29.761905
Acer pseudoplatanus,Li et al. 2015,1.343309859,19.480519
Acer pseudoplatanus,Li et al. 2015,1.367957746,25.4329
Acer pseudoplatanus,Li et al. 2015,1.552816901,22.186147
Acer pseudoplatanus,Li et al. 2015,1.639084507,25.4329
Acer pseudoplatanus,Li et al. 2015,2.082746479,10.822511
Acer pseudoplatanus,Li et al. 2015,2.144366197,2.164502
Acer pseudoplatanus,Li et al. 2015,2.588028169,15.151515
Acer pseudoplatanus,Li et al. 2015,2.698943662,9.199134
Acer pseudoplatanus,Li et al. 2015,3.376760563,2.164502
Acer pseudoplatanus,Li et al. 2015,3.808098592,3.787879
Acer pseudoplatanus,Li et al. 2015,3.955985915,21.103896
Acer pseudoplatanus,Li et al. 2015,4.387323944,30.30303
Acer pseudoplatanus,Li et al. 2015,6.593309859,16.774892
Fraxinus excelsior,Li et al. 2015,1.240350877,269.114471
Fraxinus excelsior,Li et al. 2015,0.835087719,246.436285
Fraxinus excelsior,Li et al. 2015,0.835087719,229.049676
Fraxinus excelsior,Li et al. 2015,0.835087719,223.758099
Fraxinus excelsior,Li et al. 2015,0.835087719,213.930886
Fraxinus excelsior,Li et al. 2015,0.835087719,206.37149
Fraxinus excelsior,Li et al. 2015,0.835087719,202.591793
Fraxinus excelsior,Li et al. 2015,0.835087719,187.473002
Fraxinus excelsior,Li et al. 2015,0.835087719,167.062635
Fraxinus excelsior,Li et al. 2015,0.835087719,160.259179
Fraxinus excelsior,Li et al. 2015,0.835087719,151.187905
Fraxinus excelsior,Li et al. 2015,0.835087719,89.956803
Fraxinus excelsior,Li et al. 2015,1.240350877,269.114471
Fraxinus excelsior,Li et al. 2015,1.11754386,194.276458
Fraxinus excelsior,Li et al. 2015,1.019298246,126.99784
Fraxinus excelsior,Li et al. 2015,1.092982456,100.539957
Fraxinus excelsior,Li et al. 2015,1.142105263,91.468683
Fraxinus excelsior,Li et al. 2015,1.11754386,54.427646
Fraxinus excelsior,Li et al. 2015,1.375438596,66.522678
Fraxinus excelsior,Li et al. 2015,1.436842105,47.62419
Fraxinus excelsior,Li et al. 2015,1.694736842,169.330454
Fraxinus excelsior,Li et al. 2015,1.645614035,86.933045
Fraxinus excelsior,Li et al. 2015,1.756140351,88.444924
Fraxinus excelsior,Li et al. 2015,1.743859649,55.939525
Fraxinus excelsior,Li et al. 2015,2.014035088,29.481641
Fraxinus excelsior,Li et al. 2015,2.063157895,82.397408
Fraxinus excelsior,Li et al. 2015,2.198245614,22.678186
Fraxinus excelsior,Li et al. 2015,2.30877193,44.600432
Fraxinus excelsior,Li et al. 2015,2.615789474,35.529158
Fraxinus excelsior,Li et al. 2015,2.640350877,85.421166
Fraxinus excelsior,Li et al. 2015,2.763157895,61.231102
Fraxinus excelsior,Li et al. 2015,2.898245614,27.969762
Fraxinus excelsior,Li et al. 2015,3.00877193,64.25486
Fraxinus excelsior,Li et al. 2015,3.070175439,24.190065
Fraxinus excelsior,Li et al. 2015,3.131578947,36.285097
Fraxinus excelsior,Li et al. 2015,3.91754386,13.606911
Fraxinus excelsior,Li et al. 2015,4.359649123,12.850972
Fraxinus excelsior,Li et al. 2015,4.961403509,6.803456
Fraxinus excelsior,Li et al. 2015,5.207017544,11.339093
Corylus avellana,Li et al. 2015,1.043859649,186.825054
Corylus avellana,Li et al. 2015,1.043859649,172.786177
Corylus avellana,Li et al. 2015,1.043859649,161.987041
Corylus avellana,Li et al. 2015,1.043859649,156.587473
Corylus avellana,Li et al. 2015,1.043859649,153.347732
Corylus avellana,Li et al. 2015,1.043859649,141.468683
Corylus avellana,Li et al. 2015,1.043859649,132.829374
Corylus avellana,Li et al. 2015,1.043859649,129.049676
Corylus avellana,Li et al. 2015,1.043859649,75.053996
Corylus avellana,Li et al. 2015,1.043859649,94.492441
Corylus avellana,Li et al. 2015,1.043859649,92.332613
Corylus avellana,Li et al. 2015,1.043859649,90.172786
Corylus avellana,Li et al. 2015,1.215789474,91.2527
Corylus avellana,Li et al. 2015,1.252631579,90.712743
Corylus avellana,Li et al. 2015,1.215789474,66.414687
Corylus avellana,Li et al. 2015,1.522807018,50.75594
Corylus avellana,Li et al. 2015,1.694736842,48.596112
Corylus avellana,Li et al. 2015,0.896491228,16.198704
Corylus avellana,Li et al. 2015,1.314035088,12.958963
Corylus avellana,Li et al. 2015,1.485964912,15.11879
Corylus avellana,Li et al. 2015,1.621052632,8.099352
Corylus avellana,Li et al. 2015,1.694736842,8.639309
Corylus avellana,Li et al. 2015,1.829824561,9.179266
Corylus avellana,Li et al. 2015,1.768421053,11.87905
Corylus avellana,Li et al. 2015,1.89122807,11.87905
Corylus avellana,Li et al. 2015,1.81754386,16.738661
Corylus avellana,Li et al. 2015,1.989473684,10.799136
Corylus avellana,Li et al. 2015,2.222807018,15.11879
Corylus avellana,Li et al. 2015,2.30877193,10.259179
Corylus avellana,Li et al. 2015,2.910526316,6.479482
Corylus avellana,Li et al. 2015,2.996491228,8.639309
Corylus avellana,Li et al. 2015,3.094736842,5.939525
Corylus avellana,Li et al. 2015,3.426315789,7.019438
Corylus avellana,Li et al. 2015,5.489473684,5.939525
Carpinus betulus,Li et al. 2015,0.957894737,232.978723
Carpinus betulus,Li et al. 2015,0.847368421,217.659574
Carpinus betulus,Li et al. 2015,0.847368421,211.276596
Carpinus betulus,Li et al. 2015,0.847368421,202.340426
Carpinus betulus,Li et al. 2015,0.847368421,187.659574
Carpinus betulus,Li et al. 2015,0.847368421,165.319149
Carpinus betulus,Li et al. 2015,0.847368421,128.93617
Carpinus betulus,Li et al. 2015,0.847368421,118.723404
Carpinus betulus,Li et al. 2015,0.847368421,107.87234
Carpinus betulus,Li et al. 2015,0.847368421,90.638298
Carpinus betulus,Li et al. 2015,0.847368421,81.06383
Carpinus betulus,Li et al. 2015,1.080701754,105.957447
Carpinus betulus,Li et al. 2015,1.326315789,127.021277
Carpinus betulus,Li et al. 2015,1.338596491,121.914894
Carpinus betulus,Li et al. 2015,1.363157895,135.957447
Carpinus betulus,Li et al. 2015,1.498245614,45.957447
Carpinus betulus,Li et al. 2015,1.461403509,55.531915
Carpinus betulus,Li et al. 2015,1.584210526,70.212766
Carpinus betulus,Li et al. 2015,1.645614035,83.617021
Carpinus betulus,Li et al. 2015,1.633333333,120
Carpinus betulus,Li et al. 2015,1.571929825,102.12766
Carpinus betulus,Li et al. 2015,1.621052632,190.851064
Carpinus betulus,Li et al. 2015,1.596491228,202.978723
Carpinus betulus,Li et al. 2015,2.259649123,130.851064
Carpinus betulus,Li et al. 2015,2.38245614,38.297872
Carpinus betulus,Li et al. 2015,2.51754386,63.191489
Carpinus betulus,Li et al. 2015,2.505263158,52.340426
Carpinus betulus,Li et al. 2015,2.652631579,40.212766
Carpinus betulus,Li et al. 2015,2.628070175,28.085106
Carpinus betulus,Li et al. 2015,2.714035088,17.87234
Carpinus betulus,Li et al. 2015,2.8,38.93617
Carpinus betulus,Li et al. 2015,2.824561404,33.829787
Carpinus betulus,Li et al. 2015,2.885964912,28.085106
Carpinus betulus,Li et al. 2015,2.996491228,34.468085
Carpinus betulus,Li et al. 2015,3.254385965,74.680851
Carpinus betulus,Li et al. 2015,3.401754386,15.319149
Carpinus betulus,Li et al. 2015,3.610526316,53.617021
Carpinus betulus,Li et al. 2015,3.70877193,32.553191
Carpinus betulus,Li et al. 2015,3.856140351,17.87234
Carpinus betulus,Li et al. 2015,4.003508772,30.638298
Carpinus betulus,Li et al. 2015,4.052631579,21.702128
Carpinus betulus,Li et al. 2015,4.114035088,12.12766
Carpinus betulus,Li et al. 2015,4.396491228,23.617021
Carpinus betulus,Li et al. 2015,4.728070175,34.468085
Carpinus betulus,Li et al. 2015,4.863157895,17.87234
Alberta magna,Pan et al. 2017,0.2,118.68
Alberta magna,Pan et al. 2017,0.22,98.68
Alberta magna,Pan et al. 2017,0.261,121.68
Alberta magna,Pan et al. 2017,0.35,126.68
Alberta magna,Pan et al. 2017,0.363,104.68
Alberta magna,Pan et al. 2017,0.886,6.68
Alberta magna,Pan et al. 2017,0.595,21.68
Alberta magna,Pan et al. 2017,0.675,34.68
Alberta magna,Pan et al. 2017,0.698,56.68
Alberta magna,Pan et al. 2017,0.735,63.68
Alberta magna,Pan et al. 2017,0.507,73.68
Alberta magna,Pan et al. 2017,0.73,86.68
Alberta magna,Pan et al. 2017,0.51,90.68
Alberta magna,Pan et al. 2017,0.6,98.68
Alberta magna,Pan et al. 2017,1.45,10.28
Alberta magna,Pan et al. 2017,1.1,44.68
Alberta magna,Pan et al. 2017,1.18,73.68
Alberta magna,Pan et al. 2017,1.05,83.68
Alberta magna,Pan et al. 2017,1.38,93.68
Alberta magna,Pan et al. 2017,1.431,94.68
Alberta magna,Pan et al. 2017,1.219,109.68
Alberta magna,Pan et al. 2017,1.208,118.68
Alberta magna,Pan et al. 2017,1.82,-0.92
Alberta magna,Pan et al. 2017,1.873,2.08
Alberta magna,Pan et al. 2017,1.784,3.28
Alberta magna,Pan et al. 2017,1.959,7.68
Alberta magna,Pan et al. 2017,1.92,12.08
Alberta magna,Pan et al. 2017,1.89,12.28
Alberta magna,Pan et al. 2017,1.84,14.08
Alberta magna,Pan et al. 2017,1.93,17.18
Alberta magna,Pan et al. 2017,1.916,17.48
Alberta magna,Pan et al. 2017,1.9,18.88
Alberta magna,Pan et al. 2017,1.7,23.18
Alberta magna,Pan et al. 2017,1.67,40.68
Alberta magna,Pan et al. 2017,1.78,41.68
Alberta magna,Pan et al. 2017,1.743,45.68
Alberta magna,Pan et al. 2017,1.589,50.68
Alberta magna,Pan et al. 2017,1.99,57.68
Alberta magna,Pan et al. 2017,1.99,62.68
Alberta magna,Pan et al. 2017,1.63,76.68
Alberta magna,Pan et al. 2017,2,-1.72
Alberta magna,Pan et al. 2017,2.38,-0.92
Alberta magna,Pan et al. 2017,2.1,1.18
Alberta magna,Pan et al. 2017,2.495,6.08
Alberta magna,Pan et al. 2017,2.33,8.18
Alberta magna,Pan et al. 2017,2.24,10.08
Alberta magna,Pan et al. 2017,2.14,17.28
Alberta magna,Pan et al. 2017,2.6,2.78
Alberta magna,Pan et al. 2017,2.847,4.68
Arabidopsis Col-0,Pan et al. 2017,0.78,12.93
Arabidopsis Col-0,Pan et al. 2017,0.52,16.93
Arabidopsis Col-0,Pan et al. 2017,0.52,28.43
Arabidopsis Col-0,Pan et al. 2017,0.58,36.43
Arabidopsis Col-0,Pan et al. 2017,0.55,44.43
Arabidopsis Col-0,Pan et al. 2017,0.7,58.43
Arabidopsis Col-0,Pan et al. 2017,0.58,60.43
Arabidopsis Col-0,Pan et al. 2017,0.53,65.43
Arabidopsis Col-0,Pan et al. 2017,0.513,68.43
Arabidopsis Col-0,Pan et al. 2017,0.55,71.43
Arabidopsis Col-0,Pan et al. 2017,0.68,74.43
Arabidopsis Col-0,Pan et al. 2017,0.54,77.4572
Arabidopsis Col-0,Pan et al. 2017,0.62,82.43
Arabidopsis Col-0,Pan et al. 2017,0.21,91.43
Arabidopsis Col-0,Pan et al. 2017,0.412,97.43
Arabidopsis Col-0,Pan et al. 2017,0.29,98.43
Arabidopsis Col-0,Pan et al. 2017,0.21,119.43
Arabidopsis Col-0,Pan et al. 2017,0.42,121.43
Arabidopsis Col-0,Pan et al. 2017,0.154,122.43
Arabidopsis Col-0,Pan et al. 2017,0.36,123.43
Arabidopsis Col-0,Pan et al. 2017,0.25,124.43
Arabidopsis Col-0,Pan et al. 2017,0.125,131.43
Arabidopsis Col-0,Pan et al. 2017,0.59,136.43
Arabidopsis Col-0,Pan et al. 2017,0.5,142.43
Arabidopsis Col-0,Pan et al. 2017,0.176,150.43
Arabidopsis Col-0,Pan et al. 2017,0.32,161.43
Arabidopsis Col-0,Pan et al. 2017,0.52,162.0313
Arabidopsis Col-0,Pan et al. 2017,0.188,169.43
Arabidopsis Col-0,Pan et al. 2017,0.28,176.43
Arabidopsis Col-0,Pan et al. 2017,0.28,178.43
Arabidopsis Col-0,Pan et al. 2017,0.15,181.43
Arabidopsis Col-0,Pan et al. 2017,0.34,183.43
Arabidopsis Col-0,Pan et al. 2017,0.075,187.1
Arabidopsis Col-0,Pan et al. 2017,0.188,189.43
Arabidopsis Col-0,Pan et al. 2017,0.34,208.4524
Arabidopsis Col-0,Pan et al. 2017,0.174,217.43
Arabidopsis Col-0,Pan et al. 2017,0.18,221.43
Arabidopsis Col-0,Pan et al. 2017,0.28,221.43
Arabidopsis Col-0,Pan et al. 2017,0.22,231.4685
Arabidopsis Col-0,Pan et al. 2017,0.3,243.43
Arabidopsis Col-0,Pan et al. 2017,0.288,250.0269
Arabidopsis Col-0,Pan et al. 2017,0.192,267.43
Arabidopsis Col-0,Pan et al. 2017,0.113,271.43
Arabidopsis Col-0,Pan et al. 2017,0.29,273.43
Arabidopsis Col-0,Pan et al. 2017,0.2,277.43
Arabidopsis Col-0,Pan et al. 2017,0.142,326.43
Arabidopsis Col-0,Pan et al. 2017,0.287,359.8823
Arabidopsis Col-0,Pan et al. 2017,0.18,362.0809
Arabidopsis Col-0,Pan et al. 2017,0.22,384.4429
Arabidopsis Col-0,Pan et al. 2017,0.14,395.4682
Arabidopsis Col-0,Pan et al. 2017,0.208,487.9036
