species,s,alpha,g
Psychotria_flava,264.5,6777.753521,1.038514315
Psychotria_manillensis,561.834,1938.166,3.348643521
Psychotria_serpens,544.5,13383.0766,0.753415743
Psychotria_simiarum,420.5,8275.152174,1.060454758
Psychotria_sloanei,237.62,15635.39587,0.436710214
Psychotria_zombamontana,153.5953,6230.888357,0.675166839
Psydrax_dicoccos,220.5,1718.235944,3.44426802
Pterocarpus,338.4225,4031.325399,1.996103371
Pterocarpus_rohrii,272.8125,3243.18559,2.138239286
Pterocarya_stenoptera,277.7909,3771.936879,2.085648489
Pterospermum_lanceifolium,233.3772,1499.725053,2.709488793
Pulmonaria_officinalis,1046.833333,11751.56644,0.75801533
Pulmonaria_rubra,605.52,110505.5911,0.099590534
Pulmonaria_saccharata,598.58,110512.5311,0.099018174
Punica_granatum,85.24449704,7404.663436,0.881240324
Putranjiva_roxburghii,180.5,1567.751748,3.455778803
Pycnarrhena_insignis,693,8740.962264,1.005603892
Pycnarrhena_longifolia,486,13799.71429,0.53199773
Pycnarrhena_lucida,352.5,8993.294393,0.721885546
Pycnarrhena_manillensis,720,11044.70588,0.657409251
Pycnarrhena_novoguineensis,486,14898.61538,0.493997892
Pycnarrhena_ozantha,450,7953.361345,0.807736243
Pycnarrhena_pleniflora,486,9317.921569,0.775196692
Pycnarrhena_tumefacta,360,5257.977528,1.238008117
Pyrenaria_microcarpa,198.005,4550.333082,1.332624367
Pyrola_asarifolia,431.88605,3485.99516,2.385308901
Pyrola_asarifolia_subsp._incarnata,369.92,4605.204378,1.738446253
Pyrus,231.125,2586.570125,2.426279149
Pyrus_betulifolia,541.205,7926.195508,1.235498158
Pyrus_phaeocarpa,459.045,3955.966038,2.182263263
Pyrus_syriaca,441.045,7060.830469,1.258875859
Quadrella_odoratissima,72,2303.296912,1.60642202
Qualea_acuminata,153.125,1003.47921,4.811157636
Qualea_dinizii,497.5525,3177.146295,2.764972818
Quararibea_funebris,364.5,1814.149237,3.940694397
Quercus_acuta,220.5,1158.810345,4.841206503
Quercus_acutissima,495.431632,1114.281906,6.085201665
Quercus_agrifolia,188.7468,4315.757705,1.118250986
Quercus_alba,151.746,1662.968756,2.999169545
Quercus_aliena,216.32,1085.763333,5.079498796
Quercus_asymmetrica,197.6072,1914.414427,2.993052438
Quercus_auricoma,251.761,1711.267602,3.013271535
Quercus_cerris,432.2076267,1652.789175,4.128305924
Quercus_chrysolepis,177.4656,2322.5344,2.047597497
Quercus_ciliaris,260.9971,14769.81607,0.412065404
Quercus_coccifera,280.554175,1934.7358,3.525750269
Quercus_coccinea,73.2231,1124.337394,2.28359867
Quercus_ellipsoidalis,102.745,2029.939236,2.148144283
Quercus_falcata,220.5,714.0794393,8.582992014
Quercus_gilva,220.5,2446.166667,2.504072329
Quercus_glauca,252.3026667,7491.38444,1.958817412
Quercus_ilex,459.2373547,2212.138584,3.683701875
Quercus_lyrata,242,592.7245409,8.380613373
Quercus_macranthera,327.68,1460.908803,4.55119836
Quercus_macrocarpa,201.2586157,1481.10061,4.502694231
Quercus_marilandica,338,1377.265866,5.865644744
Quercus_michauxii,153.3039212,2106.75675,2.925738279
Quercus_mongolica,229.5293625,1374.278122,4.264405112
Quercus_muehlenbergii,162,790.3809524,6.947784271
Quercus_multinervis,144.5,1194.905304,4.035833247
Quercus_myrsinifolia,202.1622297,4922.79067,2.731290917
Quercus_nigra,364.5,1248.403226,5.050239957
Quercus_oxyodon,184.32,1359.604656,3.954316551
Quercus_palustris,135.25,1341.07102,3.305324109
Quercus_petraea,348.0967867,5059.548812,2.969619925
Quercus_phellos,238.5,1204.405727,4.859428126
Quercus_phillyreoides,499.5350356,10754.64725,1.625155843
Quercus_pubescens,237.62,11256.63287,0.60307601
Quercus_robur,383.9194614,4202.062354,2.251454705
Quercus_rubra,190.3624704,1731.509935,2.912678699
Quercus_salicina,180.5,1819.5,3.020785667
Quercus_serrata,261.0203836,4598.31244,4.390258628
Quercus_sessilifolia,304.0048,8524.346626,1.748118707
Quercus_spinosa,214.245,1511.082812,3.815004275
Quercus_stellata,388.25,1453.458137,5.396286575
Quercus_stewardiana,365.5925,16612.33619,0.367137112
Quercus_suber,628.336,3876.168505,0.612406825
Quercus_velutina,290.3905675,2719.202742,2.476668634
Quercus_virginiana,220.5,1884.763158,4.244532414
Quercus_wutaishanica,234.125,1289.061353,4.549470153
Quiina_guianensis,242,2138.952381,2.938111533
Quillaja_saponaria,389.88,1659.300328,3.712742838
Rajania_cordata,612.5,7720.833333,1.335505242
Ranunculus_auricomus,762.45125,8852.933365,1.291369974
Ranunculus_basilobatus,1650.75,12634.96429,0.459420674
Ranunculus_cassubicus,706.88,16914.26537,0.65544553
Ranunculus_caucasicus,649.08045,9494.964995,1.129404159
Ranunculus_polyanthemos,1192.955625,10563.70876,1.331093305
Ranunculus_pseudolowii,1957,6814.929825,1.330057343
Ranunculus_repens,1058,10665.32943,1.247679874
Ranunculus_saruwagedicus,1770.25,198229.75,0.022753627
Ranunculus_schottii,1898,8518.666667,1.333123145
Ranunculus_strigillosus,799.60005,13701.56004,0.87688969
Rapanea_melanophloeos,245.9277,5704.066774,1.094552668
Raphia_africana,714.42,2618.913333,4.522770333
Raphia_hookeri,616.005,1296.040889,11.74777446
Raphia_mambillensis,933.12,2292.686452,5.771984888
Raphia_mannii,933.12,1194.539574,8.751073863
Raphia_regalis,444.02,1166.285958,9.759567629
Raphia_sudanica,1058,1267.581395,13.68761036
Raphia_vinifera,1012.5,805.6818182,12.86137209
Rapistrum_rugosum,257.41805,2709.06074,2.432145515
Rauvolfia_caffra,375,7317.307692,0.958832476
Rauvolfia_mannii,334.4,12011.27901,0.446136686
Rauvolfia_mombasiana,378,6868.376812,1.167957368
Rauvolfia_tetraphylla,450,2448.550725,2.341756334
Reineckea_carnea,630.125,13614.88925,0.792431575
Remijia_morilloi,515,11112.90698,0.87763386
Renealmia_jamaicensis,364.5,6778.357143,1.201954718
Retiniphyllum_concolor,500,15373.01587,0.633485759
Rhamnus_alaternus,511.56,3247.838496,1.722100977
Rhamnus_caroliniana,220.5,1759.69802,2.714435983
Rhamnus_cathartica,378.4802685,3026.204747,2.587485922
Rhamnus_crenulata,651.36,4998.357514,1.21716056
Rhamnus_davurica,326.4025,6898.636295,1.192092648
Rhamnus_glandulosa,519.2,3985.304505,1.246741842
Rhamnus_humboldtiana,98,1599.792869,3.149770901
Rhamnus_pallasii,510.407225,3006.725695,2.348887002
Rhamnus_parvifolia,300.6152,3743.547052,1.927916416
Rhamnus_pumila,760,5775.947712,1.811631532
Rhaphidophora_sylvestris,546.7077,5103.009814,1.93563075
Rhaphiolepis_indica,384.4073833,13136.47818,2.247536029
Rheedia,583.3125,4441.197304,2.141578049
Rhipsalis_crispata,624,82709.33333,0.074641426
Rhizophora_mangle,639.3016059,12828.65512,0.851497714
Rhizophora_mucronata,401.2,5927.913924,1.01217104
Rhizophora_stylosa,1297.86,8308.287935,1.319780172
Rhodiola_angusta,1102.6208,13146.45301,1.047943236
Rhododendron_aureum,364.7844833,2660.841932,2.836040627
Rhododendron_aurigeranum,810,1807.801047,1.229724925
Rhododendron_catawbiense,128,3575.703704,1.373662535
Rhododendron_culminicolum,627,2205.86119,1.293598774
Rhododendron_dauricum,255.38,8105.824013,0.859480298
Rhododendron_hirsutum,986,3233.409283,1.511684538
Rhododendron_latoucheae,549.5855,23690.05618,1.042754263
Rhododendron_macgregoriae,540,1405.525292,1.229322255
Rhododendron_mariae,285.22,3141.217178,2.235759787
Rhododendron_mariesii,597.1498,32725.07612,0.275722457
Rhododendron_micranthum,369.92,13070.94022,0.643484583
Rhododendron_moulmainense,340.605,3626.074889,2.092231131
Rhododendron_mucronulatum,361.805,5754.402951,1.398512472
Rhododendron_myrtifolium,120.125,5435.430556,0.887157054
Rhododendron_nudiflorum,66.125,2875.051471,1.243291785
Rhododendron_ovatum,621.6066,46659.71728,0.144428462
Rhododendron_ponticum,571.5578958,2981.629443,3.549641659
Rhododendron_simsii,415.4332,56727.42394,0.135340823
Rhododendron_viscosum,112.5,4054.166667,1.144718779
Rhodostemonodaphne_grandis,364.5,2665.80303,2.833178978
Rhombophyllum_rhomboideum,80.01125,23014.67697,0.174170552
Rhus_ciliata,117.3512,5596.934514,0.852497513
Rhus_copallinum,219.25,2103.854946,2.171420041
Rhus_coriaria,440.0654445,4675.02407,1.844236869
Rhus_excisa,288,1588.172608,4.067567395
Rhus_hypoleuca,672.9294,30763.72574,0.279143233
Rhytidosporum_alpinum,980,5117.560976,1.479815335
Ribes_aureum,900,5996.551724,1.441746671
Ribes_burejense,384.991525,7801.885532,1.089899755
Ribes_diacanthum,276.125,2800.798077,2.428552688
Ribes_komarovii,236.391025,8317.018032,0.826054891
Ribes_mandshuricum,349.1053125,8531.202564,0.981153013
Ribes_nigrum,429.5864258,4898.183883,1.741185451
Ribes_tenue,136.125,5313.466281,0.96275619
Ribes_triste,378.40005,8092.58682,1.03264938
Ribes_uva-crispa,648.1780296,9799.698418,1.127161877
Ricinus_communis,568.2166667,4971.159661,1.717137704
Ricotia_aucheri,1197,10707.7619,0.808165615
Ricotia_carnosula,476,13037.51351,0.608157036
Ricotia_davisiana,540,9664.081633,0.708646682
Ricotia_sinuata,388.5,9611.5,0.515094495
Ricotia_tenuifolia,522.75,16143.91667,0.393472276
Ricotia_varians,387,4821.333333,1.03982487
Rinorea_bengalensis,346.3712,10799.41569,0.75088159
Rinorea_lanceolata,384.1992,10005.41119,0.848379705
Rinorea_paniculata,253.125,5448.129276,1.254897962
Rinorea_riana,684.5,7648.833333,1.411819828
Robinia_pseudoacacia,130.844,13193.28169,0.572466064
Robinsonella_mirandae,24.5,1673.292869,1.31102098
Rodognaphalopsis_discolor,400,11364.70588,0.764469611
Rohdea_japonica,2500,31982.75862,0.331945588
Roldana_lobata,237.40205,4547.286945,1.448104233
Roldana_petasitis,1408,8025.962264,1.345636812
Rollinia_exsucca,464.72125,3704.698974,2.532769793
Rosa_acicularis,453.556225,8074.277726,1.135437018
Rosa_arvensis,297.7470532,6440.525061,1.20095589
Rosa_blanda,152.4258,6341.080694,0.854990456
Rosa_bracteata,210.750625,1581.625945,3.628788241
Rosa_canina,428.958225,8701.96488,1.088999116
Rosa_corymbulosa,214.245,2481.899513,2.441313122
Rosa_iberica,384.47645,7119.087743,1.175110141
Rosa_macrophylla,330.245,10480.56581,0.755911866
Rosa_spinosissima,505.62,12260.8807,0.792048094
Rosa_xanthina,182.405,11865.78777,0.504089633
Rosmarinus_officinalis,119.716,1929.464328,1.957258375
Roupala_montana,620.5,3979.582884,2.51138581
Roupala_pseudocordata,695.645,6937.942786,1.553733158
Roystonea_regia,580.385,6280.93966,1.783834726
Rubia_argyi,999.045,9450.275794,1.360240707
Rubia_cordifolia,537.4583333,12376.87148,0.856957677
Rubia_peregrina,707.8016864,7838.297604,1.399906941
Rubia_tinctorum,1040,10323.63636,1.002315068
Rubus_arcticus,184.32,4712.839647,1.246675065
Rubus_fockeanus,307.52,3379.795634,2.138639938
Rubus_irenaeus,182.405,3116.836175,1.840838168
Rubus_plicatus,349.9862157,4526.012984,3.003910904
Ruellia,200,9901.010101,0.629595329
Ruellia_californica,256.2848,7743.7152,0.899876151
Ruellia_macrophylla,200,8420.689655,0.737707658
Ruellia_picta,522,4194.981132,1.787126912
Rumex,786.0101,14105.87076,0.779404993
Rumex_acetosella,954.845,18769.02088,0.704507633
Rumex_acetosella_subsp._acetoselloides,791.2242,10904.68223,1.081501685
Rumex_obtusifolius,521.96805,7433.481433,1.291423076
Rumex_tuberosus,709.51445,10520.13182,1.066659611
Ruscus_aculeatus,458.1380257,35910.22541,0.228571309
Ruta_graveolens,1050,7497.008547,0.974916731
Ruyschia_tremadena,1404.5,8029.462264,1.78639725
Saba_comorensis,202.5,969.8329426,3.102928409
Sabal_minor,200,1964.502165,2.938111533
Sacoglottis_cydonioides,276.125,1646.951923,3.8856843
Sageretia_henryi,273.78,1527.372738,4.13106113
Salacca_zalacca,483.3025,6457.480629,1.496906849
Salix_× fragilis,963.6728,7648.108116,1.029382025
Salix_acmophylla,672.6445,7341.987229,1.015431094
Salix_aegyptiaca,212.4608,6485.462844,0.74122483
Salix_alba,278.414225,5360.334344,1.425387017
Salix_arbutifolia,158.42,4897.191729,1.119547685
Salix_atrocinerea,338.685,2209.085701,2.088633201
Salix_babylonica,335.09775,9710.693611,0.668879032
Salix_baladehensis,732.8415,4363.998459,1.335577561
Salix_caprea,195.2491752,3489.927064,1.811038343
Salix_carmanica,774.137,5550.973689,1.201748892
Salix_caspica,637.2058,4276.799114,1.228067399
Salix_caucasica,541.9908,4155.050064,2.378089965
Salix_cheilophila,103.68,913.613998,4.50103424
Salix_cinerea,237.75,2693.082356,1.835870866
Salix_cupularis,60.5,1794.78757,1.885288234
Salix_denticulata,433.8018,3755.557228,1.501132441
Salix_elbursensis,193.1545,2187.797881,1.38235112
Salix_euxina,209.1825,2753.780463,2.585253314
Salix_excelsa,453.5574,7081.434532,1.361183431
Salix_fedtschenkoi,555.755,5407.274219,1.408268158
Salix_firouzkuhensis,357.7788,408.6809225,5.191869606
Salix_gordejevii,89.78,1695.934286,2.3861027
Salix_issatissensis,990.925,6281.802273,1.407158292
Salix_lacus-tari,656.18,5496.908851,1.542767062
Salix_myrtillacea,315.005,2780.970232,2.577938488
Salix_myrtilloides,285.605,4535.995771,1.576169647
Salix_nigra,181,2706.993668,3.012451575
Salix_pedicellata,389.9016,1342.600133,2.558891119
Salix_pentandra,405.3345,4134.885313,1.858142204
Salix_pseudomedemii,251.712,803.5855939,3.627583039
Salix_pycnostachya,473.6245,5986.32382,1.033976841
Salix_raddeana,246.42,5451.585698,1.238871899
Salix_songarica,504.375,4579.509087,1.641252222
Salix_tetrasperma,523.8,8089.464427,1.10863439
Salix_triandra,428.673,10633.2739,0.472743616
Salix_wilhelmsiana,304.4142,2539.726869,1.619671858
Salix_zygostemon,346.2318,2564.976351,1.726852325
Saltera_sarcocolla,1585.866667,9392.153574,0.987299747
Salvia_atropatana,282.2688,3394.201788,2.054999152
Salvia_chinensis,266.805,7378.454939,0.960762471
Salvia_involucrata,320,3482.281369,1.155665947
Salvia_nemorosa,304.0578,2942.695447,2.41512768
Salvia_pratensis,270.28125,2586.861607,2.587541407
Salvia_sclarea,229.8368,2897.117546,2.180216124
Salvia_verticillata,279.18845,2009.664835,3.282782224
Salvia_viridis,329.2178,4369.588703,1.736462455
Sambucus_javanica,531.38,9917.940794,0.992032373
Sambucus_nigra,1101.39435,10534.26999,1.302681223
Sambucus_racemosa,1024.2338,10603.67318,1.237682663
Sambucus_williamsii,861.9383333,9826.641481,1.261143039
Sandwithia_guyanensis,364.5,5605.649254,1.438052966
Sanguisorba_minor,276.36005,2213.059915,3.002968437
Sanguisorba_officinalis,181.0033333,3415.047076,1.596917674
Sanicula_europaea,263.5808,10804.48782,0.659623846
Sanicula_orthacantha,280.845,7007.784738,1.033948159
Sanicula_rubriflora,202.32675,6763.335669,0.882582514
Santalum_album,291.61125,2400.323713,2.852652553
Sapium,839.5525,2896.860543,3.443377683
Saposhnikovia_divaricata,256.801975,3398.654652,1.831180048
Sapranthus_microcarpus,264.5,5385.217514,1.294486153
Saprosma_ternatum,423.11405,6044.772891,1.430136886
Saraca_asoca,449.1978,306.3745461,11.2315289
Sarcandra_glabra,1521.9875,17363.15753,0.466586035
Sarcandra_glabra_subsp._brachystachys,1426.61,10215.05778,0.974133441
Sarcobatus_vermiculatus,127.6802,22094.54202,0.228657576
Sarcosperma_laurinum,383.645,4841.015397,1.685846425
Saribus_rotundifolius,166.745,3599.712411,2.676668613
Sassafras_albidum,144.6687962,3516.990594,1.782264586
Satureja_macrantha,318.78125,10748.06249,0.725494144
Saurauia_miniata,288,2160.579824,3.116687663
Saurauia_tristyla,351.125,5918.467476,1.344011139
Saururus_speciosus,832,7232.516129,1.01497781
Saussurea_alpina,385.59365,2979.812543,2.641638384
Saussurea_amurensis,353.78,11048.72855,0.741784128
Saussurea_glanduligera,508.805,13575.70204,0.720187101
Saussurea_globosa,515.205,4949.275874,1.867894868
Saussurea_graminifolia,345.845,41320.82167,0.200707359
Saussurea_hieracioides,480.5,5201.318182,1.734884905
Saussurea_japonica,752.72,14921.26119,0.787134071
Saussurea_manshurica,280.845,7556.145596,0.961601932
Saussurea_medusa,571.22,6471.033521,1.526164515
Saussurea_mongolica,285.605,10912.60329,0.678649708
Saussurea_neoserrata,951.78845,16959.72866,0.774549446
Saussurea_nivea,277.925,10937.44397,0.832792451
Saussurea_pectinata,330.245,4347.023475,1.747177913
Saussurea_sinuata,426.32,8276.900191,1.066839745
Saussurea_tenerifolia,753.88445,14917.64039,0.78786615
Saussurea_variiloba,950.48,16970.66695,0.773600951
Sauvagesia_erecta,512,4835.593583,1.902776993
Saxifraga_stolonifera,1168.86125,9280.459544,1.471311817
Scabiosa_amoena,448.2018,6031.41979,1.469259336
Scabiosa_crenata,451.8018,2943.783939,2.814949332
Scabiosa_persica,561.7952,4873.873659,1.960863331
Scaevola_plumieri,113.6568047,7347.862574,0.642512756
Schefflera_heptaphylla,321.1229333,5103.636851,1.328368097
Schefflera_minutistellata,228.33845,3961.020578,1.622008956
Schefflera_morototoni,288,1182.588235,5.189391799
Schefflera_sciadophyllum,300.125,3148.150862,2.259229702
Schima_superba,437.9499333,13474.5278,2.373371567
Schisandra,3083.424,15673.2935,0.549508247
Schisandra_arisanensis,2714.67,16516.09923,0.532010858
Schisandra_chinensis,1508.75,12178.7216,1.094332988
Schisandra_henryi,3003,10330.33333,0.93265807
Schisandra_propinqua,2856.123333,18940.38582,0.629606566
Schizophragma_corylifolium,738.72,5998.538953,1.319992135
Schizophragma_crassum,1034.16,4982.923716,1.648659158
Schizophragma_fauriei,825.84,3064.092382,2.286673556
Schizophragma_hydrangeoides,856.54,6405.54137,1.509357803
Schizophragma_hypoglaucum,784.16,4749.770111,1.69617848
Schizophragma_integrifolium,932.94,3045.454285,2.567156874
Schizophragma_molle,952.02,3097.488231,2.508724368
Schizozygia_coffaeoides,513,10850.63636,0.723433605
Schoenoplectus_triqueter,637.245,4857.260495,2.06602661
Schoepfia_jasminodora,384.1595,11542.7256,1.781855601
Schuurmansia_henningsii,430,703.7868481,2.552218799
Sciadotenia_sprucei,525,3899.778761,1.420766358
Sciadotenia_toxifera,441,5619.606061,0.793235491
Scilla_bifolia,1441.845,19610.78658,0.811080952
Scilla_mischtschenkoana,2132.69805,45737.09611,0.433824855
Scirpus_radicans,489.845,11558.34777,0.826073588
Scleria_secans,450,8640.909091,1.049325548
Scleria_terrestris,602.045,5929.633641,1.689277401
Sclerolobium,307.52,2633.656471,2.681185763
Sclerolobium_paniculatum,364.5,1833.302198,3.906352834
Scleronema_micranthum,112.5,1787.918092,2.509795923
Scolopia_mundii,32.5,1887.593167,1.32215019
Scorzonera_laciniata,477.405,6115.856687,1.490234018
Scrophularia_oxysepala,364.5,2635.80003,2.861510768
Scrophularia_umbrosa,238.9298,3341.44972,1.941410616
Scrophularia_variegata,438.08,6649.092218,1.328051851
Scutellaria_pinnatifida,218.8232,2115.44384,2.849754506
Scutellaria_viscidula,103.68,2681.83532,1.643816167
Scyphiphora_hydrophylacea,1178,7442.689655,1.125209368
Securigera_securidaca,270.28125,6827.958387,1.041522381
Securigera_varia,284.12335,6495.666997,1.127057191
Sedum_aizoon,669.4825,15528.71211,0.717131338
Sedum_maximum,987.75,13419.38101,0.660292296
Sedum_spectabile,1023,27548.42857,0.366713237
Sedum_spurium,429.0399245,17016.87773,0.533907891
Sedum_subulatum,339.82245,26760.44855,0.30588889
Senecio_crassifolius,347.68845,15781.34381,0.519874034
Senecio_praecox,366.1218,3218.107591,2.400646988
Senecio_vulgaris,780.125,10054.11119,1.159298045
Senna_alata,254.2624224,2898.890731,2.471815394
Senna_hirsuta,423.9877769,4743.970879,1.791715052
Senna_obtusifolia,241.9149478,4912.724227,1.356889202
Senna_occidentalis,449.1015586,2699.530705,5.321316453
Senna_siamea,359.8668,371.6620954,9.129569373
Senna_sophera,748.6631016,5203.717851,2.067111013
Senna_tora,364.5648,407.6359722,8.450955161
Serratula_centauroides,288,4788.142132,1.50339733
Sesamum_indicum,138.78365,1986.837313,2.468951022
Sesbania_bispinosa,689.2485,6264.854421,1.163108179
Sesbania_grandiflora,559.0422,6063.474356,0.892803466
Sesbania_sesban,470.1996,598.9760656,6.972827228
Seseli_mucronatum,536.1248,2956.714879,2.236248126
Seseli_peucedanoides,411.845,4075.27696,2.033809772
Sherardia_arvensis,465.7352,5449.324542,1.640671752
Shorea,151.38,2373.872525,2.190991743
Shorea_assamica,147.92,3836.143745,1.372772198
Shorea_inappendiculata,134.64405,3648.076483,1.379433062
Shorea_laxa,137.61405,5506.363826,0.934668034
Shorea_multiflora,15.4625,8761.777209,0.225128027
Shorea_pachyphylla,194.045,3218.924283,1.835397574
Shorea_patoiensis,101.24645,2485.005037,1.749566496
Shorea_robusta,142.805,1257.755224,3.836906561
Sibbaldianthe_bifurca,302.58,2604.396744,2.690852277
Sida_spinosa,222.605,1489.723767,3.91824519
Sideritis_montana,407.2658,8080.977982,1.069134715
Sideroxylon_inerme,309.4535,3449.944996,1.250818878
Sideroxylon_lanuginosum,242,2233.247525,2.473059515
Sideroxylon_montanum,139.445,2709.557849,1.863888352
Silene_conoidea,584.82,9526.403458,1.075520529
Silene_jeniseensis,752.33205,6711.468517,1.652555522
Silene_latifolia,780.7834722,5072.875064,2.14659061
Silene_latifolia_subsp._alba,595.125,7009.437738,1.442584145
Silene_persica,612.5,8821.462264,1.179696297
Silene_ruprechtii,450,5574.096386,1.583527644
Silene_spergulifolia,450,9165.384615,0.992089609
Silene_viscaria,640.82,11554.30195,0.933454569
Silene_vulgaris,557.7177778,5418.757292,1.566861383
Simaba_orinocensis,388.578125,4819.755208,1.777493882
Simarouba_amara,459.045,7233.262692,1.252513131
Simmondsia_chinensis,102.5312,7897.4688,0.569179615
Sisymbrium_officinale,276.125,3097.694163,2.214840051
Skimmia_japonica,392,12941.33333,0.667752621
Sloanea_chingiana,192.08,3630.549969,1.6303848
Sloanea_grandiflora,264.5,1017.551282,5.704515249
Sloanea_guianensis,204.8125,1610.603322,4.375369556
Sloanea_guianensis?,242,1296.461538,4.547077373
Sloanea_sinensis,188.18,4047.313435,1.456444781
Smilax_aspera,565.2712577,5498.834811,1.321621992
Smilax_bona-nox,392,9316.737864,1.483142946
Smilax_canariensis,1010.16,4639.557514,1.719925442
Smilax_china,342.6203333,9942.066445,0.893144699
Smilax_discotis,224.72,17196.88279,0.386940386
Smilax_ferox,414.72,5171.872179,1.639237292
Smilax_trachypoda,372.645,18077.5395,0.470498497
Smilax_trinervula,186.245,9212.251241,0.65297303
Solanum_americanum,624.3694444,6261.024435,1.797994064
Solanum_argenteum,336,3248.229391,1.547683431
Solanum_dulcamara,344.4513224,4035.900971,1.778182843
Solanum_lycopersicum,474.32,2682.245657,3.102645779
Solanum_punctulatum,91.125,1491.153481,2.712983507
Solanum_salviaefolium,302.985,2110.999462,3.3754895
Solidago_altissima,240.46245,3072.221818,2.105013537
Solidago_canadensis,210.9458,3125.946886,1.957286975
Solidago_decurrens,471.6492167,6532.06397,1.400645539
Solidago_gigantea,358.0488,4343.187625,1.809965611
Solidago_virgaurea,492.11345,9908.510583,0.956660276
Sonchus_asper,430.2124445,23272.08668,0.393515927
Sonchus_oleraceus,177.28445,1667.734,3.245233222
Sonderothamnus_petraeus,1104.66,11090.46195,0.662624287
Sonderothamnus_speciosus,1299.6,6392.707692,1.198004403
Sonneratia_apetala,606,6601.557943,1.411699378
Sophora_alopecuroides,92.48,5009.560816,0.84760066
Sophora_secundiflora,204.940025,3068.391165,1.982559428
Sorbaria_sorbifolia,367.72325,4802.777362,1.832640073
Sorbus_alnifolia,555.7778,5191.348637,1.844637998
Sorbus_aria,479.9959,5167.169223,1.289582669
Sorbus_aucuparia,507.397132,7048.598473,1.386949416
Sorbus_chamaemespilus,879.9252,3541.918709,2.441565673
Sorbus_discolor,399.0325,4080.167703,2.005822352
Sorbus_dunnii,587.6192,25742.02798,0.290398678
Sorbus_folgneri,481.91125,22610.04984,1.091802078
Sorbus_hazslinszkyana,863.1441,5640.920941,1.486822706
Sorbus_intermedia,741.958,7562.310394,1.096394934
Sorbus_torminalis,460.873625,5388.63635,1.440638628
Sphagneticola_calendulacea,359.12,3328.195634,2.311110901
Sphalmium_racemosum,1776.08,20446.14222,0.85281549
Spiraea_chamaedryfolia,152.798125,3780.287189,1.400456904
Spiraea_crenata,261.97605,4002.416274,1.706809087
Spiraea_hypericifolia,217.36125,119.4366107,19.68489225
Spiraea_media,111.005,3223.439815,1.420885364
Spiraea_nervosa,206.045,5291.481113,1.174153951
Spiraea_pubescens,99.56315,3334.338899,1.301971585
Spiraea_salicifolia,169.28,1591.593393,3.322660728
Spiraea_trichocarpa,102.245,3001.417322,1.465068329
Spiraea_trilobata,114.005,4209.384537,1.110577542
Spondias_radlkoferi,60.5,2053.664905,1.654436613
Stachys_asterocalyx,307.52,3248.667767,2.217498343
Stachys_byzantina,283.6962,3211.58517,2.166985083
Stachys_lavandulifolia,334.62845,5308.075534,1.457825249
Stachys_macrantha,433.65125,4104.995326,2.063266089
Stachys_recta,522.5,3127.913003,1.610836
Stachys_schtschegleevii,206.8578,2294.392825,2.585770909
Stachytarpheta_indica,212.531,4148.187646,3.146537425
Stachytarpheta_mutabilis,340.0496,3051.620458,3.207190719
Stanhopea_candida,1355.76,86209.91426,0.189090111
Stanhopea_connata,1477.35,144871.2524,0.11810395
Stanhopea_costaricensis,1427.67,225226.9084,0.074965376
Stanhopea_ecornuta,1450.68,205246.3022,0.082863444
Stanhopea_gibbosa,1072.09,96393.79694,0.151068629
Stanhopea_grandiflora,1320.95,215708.2836,0.093767801
Stanhopea_graveolens,1493.085,218032.1677,0.083812308
Stanhopea_haseloviana,1471.04,447060.0208,0.03845307
Stanhopea_hernandezii,1291.47,236690.4434,0.067906213
Stanhopea_insignis,1640.395,144174.5722,0.12381604
Stanhopea_intermedia,1318.93,345903.2922,0.047034298
Stanhopea_jenischiana,1360.17,180193.9331,0.091348587
Stanhopea_martiana,1215.2,170105.684,0.091500797
Stanhopea_oculata,1515.51,111774.2503,0.154665743
Stanhopea_pozoi,1520.17,93338.4906,0.184833376
Stanhopea_reichenbachiana,1337.21,83272.31703,0.194353267
Stanhopea_saccata,1370.54,259068.446,0.064029311
Stanhopea_shuttleworthii,1334.66,135576.6215,0.119993409
Stanhopea_tigrina,1024.3,152685.0636,0.093467513
Stanhopea_tigrina_var._nigroviolacea,1137.87,199584.7314,0.075572076
Stanhopea_tricornis,1181.8,195784.9126,0.078485686
Stanhopea_wardii,1405.043333,189034.5778,0.08958736
Stellaria_holostea,892.53125,15914.19144,0.799355534
Stellaria_media,953.36,17598.2273,0.786231015
Stellera_chamaejasme,230.1325,5529.266969,1.249212525
Stenocarpus_sinuatus,489.845,4612.195816,1.950727991
Stephanostema_stenocarpum,180,4365.454545,1.207022536
Sterculia_lanceolata,165.353725,3182.163271,1.855005748
Sterculia_pruriens,224.2533333,1629.370626,4.198362115
Sterigmostemum_incanum,542.19245,6583.867551,1.469395017
Stevia_salicifolia,165.9842,3059.822252,1.796000169
Stevia_tomentosa,88.04645,8607.605724,0.48524947
Stirlingia_latifolia,314.1334,2901.300684,2.330754836
Streblus_asper,200,1402.564103,3.968358434
Streptopus_amplexifolius,798.4008,29504.6295,0.419310489
Strobilanthes_dimorphotricha,264.5,5763.227547,1.213306513
Strophanthus_courmontii,513,9487,0.741094069
Stylapterus_barbatus,899,9101,0.736282664
Stylapterus_ericifolius,750.88,10118.68522,0.71539565
Stylapterus_ericoides,957,8846.921569,0.826696727
